u_x_normalized,v_y_normalized
0.883041,0.464805
0.883333,0.464819
0.883626,0.464832
0.883918,0.464846
0.884211,0.464859
0.884503,0.464879
0.884795,0.464906
0.885088,0.464933
0.885380,0.464960
0.885673,0.464987
0.885965,0.465014
0.886257,0.465041
0.886550,0.465068
0.886842,0.465094
0.887135,0.465121
0.887427,0.465148
0.887719,0.465168
0.888012,0.465182
0.888304,0.465195
0.888596,0.465209
0.888889,0.465222
0.889181,0.465236
0.889474,0.465249
0.889766,0.465262
0.890058,0.465276
0.890351,0.465289
0.890643,0.465303
0.890936,0.465316
0.891228,0.465330
0.891520,0.465343
0.891813,0.465356
0.892105,0.465370
0.892398,0.465383
0.892690,0.465397
0.892982,0.465410
0.893275,0.465430
0.893567,0.465457
0.893860,0.465484
0.894152,0.465511
0.894444,0.465538
0.894737,0.465565
0.895029,0.465592
0.895322,0.465618
0.895614,0.465645
0.895906,0.465672
0.896199,0.465699
0.896491,0.465719
0.896784,0.465733
0.897076,0.465746
0.897368,0.465760
0.897661,0.465773
0.897953,0.465786
0.898246,0.465800
0.898538,0.465813
0.898830,0.465827
0.899123,0.465840
0.899415,0.465854
0.899708,0.465867
0.900000,0.465881
0.900292,0.465894
0.900585,0.465907
0.900877,0.465921
0.901170,0.465934
0.901462,0.465948
0.901754,0.465961
0.902047,0.465981
0.902339,0.466008
0.902632,0.466035
0.902924,0.466062
0.903216,0.466089
0.903509,0.466116
0.903801,0.466143
0.904094,0.466169
0.904386,0.466196
0.904678,0.466223
0.904971,0.466250
0.905263,0.466270
0.905556,0.466284
0.905848,0.466297
0.906140,0.466311
0.906433,0.466324
0.906725,0.466337
0.907018,0.466351
0.907310,0.466364
0.907602,0.466378
0.907895,0.466391
0.908187,0.466405
0.908480,0.466418
0.908772,0.466431
0.909064,0.466445
0.909357,0.466458
0.909649,0.466472
0.909942,0.466485
0.910234,0.466499
0.910526,0.466512
0.910819,0.466532
0.911111,0.466559
0.911404,0.466586
0.911696,0.466613
0.911988,0.466640
0.912281,0.466667
0.912573,0.466694
0.912865,0.466720
0.913158,0.466747
0.913450,0.466774
0.913743,0.466801
0.914035,0.466821
0.914327,0.466835
0.914620,0.466848
0.914912,0.466862
0.915205,0.466875
0.915497,0.466888
0.915789,0.466902
0.916082,0.466915
0.916374,0.466929
0.916667,0.466942
0.916959,0.466956
0.917251,0.466969
0.917544,0.466982
0.917836,0.466996
0.918129,0.467009
0.918421,0.467023
0.918713,0.467036
0.919006,0.467045
0.919298,0.467055
0.919591,0.467065
0.919883,0.467076
0.920175,0.467088
0.920468,0.467100
0.920760,0.467112
0.921053,0.467126
0.921345,0.467140
0.921637,0.467155
0.921930,0.467172
0.922222,0.467189
0.922515,0.467208
0.922807,0.467218
0.923099,0.467218
0.923392,0.467218
0.923684,0.467218
0.923977,0.467218
0.924269,0.467218
0.924561,0.467218
